VALID_DATE,AQS_ID,SITE_NAME,PARAMETER,UNITS,VALUE,AVG_PERIOD,LATITUDE,LONGITUDE,DATA_SOURCE
02/04/26,450370001,Trenton,OZONE-8HR,PPB,32,8,33.739700,-81.853600,South Carolina DES
02/04/26,450450016,Hillcrest,OZONE-8HR,PPB,33,8,34.751801,-82.256699,South Carolina DES
02/04/26,450510008,Coastal Carolina,OZONE-8HR,PPB,35,8,33.800500,-78.994100,South Carolina DES
02/04/26,450790007,Parklane,OZONE-8HR,PPB,25,8,34.093899,-80.962196,South Carolina DES
02/04/26,450790021,Congaree Bluff,OZONE-8HR,PPB,36,8,33.814701,-80.781097,South Carolina DES
02/04/26,450791001,Sandhill,OZONE-8HR,PPB,26,8,34.131100,-80.868301,South Carolina DES
02/04/26,450830009,North Spartanburg FS,OZONE-8HR,PPB,31,8,34.988602,-82.075600,South Carolina DES
02/04/26,450910008,York Landfill,OZONE-8HR,PPB,29,8,34.977000,-81.207000,South Carolina DES
02/04/26,470090101,Look Rock - GSMNP,OZONE-8HR,PPB,31,8,35.633460,-83.941580,National Park Service
02/04/26,470259991,Speedwell,OZONE-8HR,PPB,36,8,36.470000,-83.830000,EPA Office of Atmospheric Protection
02/04/26,470419991,Edgar Evins,OZONE-8HR,PPB,33,8,36.038800,-85.733100,EPA Office of Atmospheric Protection
02/04/26,471550101,Cove Mountain - GSMNP,OZONE-8HR,PPB,37,8,35.696700,-83.608900,National Park Service
02/04/26,471570075,SHELBY FARMS,OZONE-8HR,PPB,35,8,35.151588,-89.850220,Shelby County Health Department
02/04/26,510030001,Albemarle HS,OZONE-8HR,PPB,41,8,38.076570,-78.503970,Virginia Dept. of Environmental Quality
02/04/26,510130020,AURORA HILLS,OZONE-8HR,PPB,39,8,38.857700,-77.059220,Virginia Dept. of Environmental Quality
02/04/26,510330001,CORBIN,OZONE-8HR,PPB,39,8,38.200870,-77.377420,Virginia Dept. of Environmental Quality
02/04/26,510360002,SHIRLEY PLANTATION,OZONE-8HR,PPB,36,8,37.344380,-77.259250,Virginia Dept. of Environmental Quality
02/04/26,510590030,FRANCONIA,OZONE-8HR,PPB,40,8,38.773350,-77.104680,Virginia Dept. of Environmental Quality
02/04/26,510610002,SUMERDUCK,OZONE-8HR,PPB,40,8,38.473670,-77.767720,Virginia Dept. of Environmental Quality
02/04/26,510690010,REST - LESTER BUILDING SYSTEMS,OZONE-8HR,PPB,39,8,39.281020,-78.081570,Virginia Dept. of Environmental Quality
02/04/26,510850003,HANOVER,OZONE-8HR,PPB,38,8,37.606130,-77.218800,Virginia Dept. of Environmental Quality
02/04/26,510870014,MATH & SCIENCE CTR,OZONE-8HR,PPB,35,8,37.556520,-77.400270,Virginia Dept. of Environmental Quality
02/04/26,511071005,ASHBURN,OZONE-8HR,PPB,39,8,39.024730,-77.489250,Virginia Dept. of Environmental Quality
02/04/26,511130003,Shenandoah NP,OZONE-8HR,PPB,43,8,38.523100,-78.434700,Virginia Dept. of Environmental Quality
02/04/26,511479991,Prince Edward,OZONE-8HR,PPB,38,8,37.170000,-78.310000,EPA Office of Atmospheric Protection
02/04/26,511530009,JAMES S. LONG PARK,OZONE-8HR,PPB,40,8,38.852870,-77.634620,Virginia Dept. of Environmental Quality
02/04/26,511611004,VINTON - Herman Horn ES,OZONE-8HR,PPB,33,8,37.283420,-79.884520,Virginia Dept. of Environmental Quality
02/04/26,511630003,NATBRIDGE,OZONE-8HR,PPB,34,8,37.626680,-79.512600,Virginia Dept. of Environmental Quality
02/04/26,511650003,Rockingham,OZONE-8HR,PPB,36,8,38.477530,-78.819520,Virginia Dept. of Environmental Quality
02/04/26,511790001,WIDEWATER,OZONE-8HR,PPB,41,8,38.481230,-77.370400,Virginia Dept. of Environmental Quality
02/04/26,511970002,RURAL RETREAT,OZONE-8HR,PPB,32,8,36.891170,-81.254230,Virginia Dept. of Environmental Quality
02/04/26,516500008,HAMPTON - NASA,OZONE-8HR,PPB,35,8,37.103730,-76.387020,Virginia Dept. of Environmental Quality
02/04/26,518000005,HOLLAND,OZONE-8HR,PPB,36,8,36.665250,-76.730780,Virginia Dept. of Environmental Quality
02/05/26,010499991,Sand Mountain,OZONE-8HR,PPB,37,8,34.289001,-85.970065,EPA Office of Atmospheric Protection
02/05/26,010730023,NO. BHAM,OZONE-8HR,PPB,39,8,33.553100,-86.815000,Jefferson County Department of Health
02/05/26,050199991,Caddo Valley,OZONE-8HR,PPB,35,8,34.179500,-93.098800,EPA Office of Atmospheric Protection
02/05/26,050350005,MARION,OZONE-8HR,PPB,34,8,35.197156,-90.193178,Arkansas Department of Environmental Quality
02/05/26,051010002,DEER,OZONE-8HR,PPB,43,8,35.832650,-93.208081,Arkansas Department of Environmental Quality
02/05/26,051190007,PARR,OZONE-8HR,PPB,30,8,34.756058,-92.281034,Arkansas Department of Environmental Quality
02/05/26,051191002,NLRAP,OZONE-8HR,PPB,33,8,34.835603,-92.260456,Arkansas Department of Environmental Quality
02/05/26,051430005,SPRNGDLE,OZONE-8HR,PPB,40,8,36.179705,-94.116630,Arkansas Department of Environmental Quality
02/05/26,051430006,Fayetteville,OZONE-8HR,PPB,39,8,36.011670,-94.167491,Arkansas Department of Environmental Quality
02/05/26,130890002,South DeKalb,OZONE-8HR,PPB,26,8,33.690600,-84.273100,Georgia Department of Natural Resources
02/05/26,132319991,Georgia Station,OZONE-8HR,PPB,39,8,33.178700,-84.405200,EPA Office of Atmospheric Protection
02/05/26,170199991,Bondville,OZONE-8HR,PPB,38,8,40.051900,-88.372400,EPA Office of Atmospheric Protection
02/05/26,170230001,West Union,OZONE-8HR,PPB,38,8,39.210857,-87.668297,Indiana Dept. of Environmental Management
02/05/26,170314201,NORTHBRK,OZONE-8HR,PPB,22,8,42.140600,-87.799400,Illinois EPA
02/05/26,170859991,Stockton,OZONE-8HR,PPB,24,8,42.286900,-89.999700,EPA Office of Atmospheric Protection
02/05/26,180030002,Leo HS,OZONE-8HR,PPB,26,8,41.221418,-85.016821,Indiana Dept. of Environmental Management
02/05/26,180050007,Hope,OZONE-8HR,PPB,36,8,39.294322,-85.766845,Indiana Dept. of Environmental Management
02/05/26,180110001,Whitestown,OZONE-8HR,PPB,34,8,39.997773,-86.395394,Indiana Dept. of Environmental Management
02/05/26,180130001,Helmsburg,OZONE-8HR,PPB,35,8,39.263914,-86.292261,Indiana Dept. of Environmental Management
02/05/26,180150002,Flora,OZONE-8HR,PPB,35,8,40.540455,-86.553035,Indiana Dept. of Environmental Management
02/05/26,180190008,Charlestown State Park,OZONE-8HR,PPB,29,8,38.393823,-85.664118,Indiana Dept. of Environmental Management
02/05/26,180350010,Albany,OZONE-8HR,PPB,34,8,40.300385,-85.245862,Indiana Dept. of Environmental Management
02/05/26,180390007,Bristol,OZONE-8HR,PPB,33,8,41.716959,-85.824696,Indiana Dept. of Environmental Management
02/05/26,180550001,Plummer,OZONE-8HR,PPB,37,8,38.985556,-86.990000,Indiana Dept. of Environmental Management
02/05/26,180570006,Noblesville-191st St.,OZONE-8HR,PPB,31,8,40.068297,-85.992451,Indiana Dept. of Environmental Management
02/05/26,180630004,Avon,OZONE-8HR,PPB,35,8,39.758889,-86.398611,Indiana Dept. of Environmental Management
02/05/26,180670004,Kokomo - E. Vaile Ave.,OZONE-8HR,PPB,31,8,40.481347,-86.109688,Indiana Dept. of Environmental Management
02/05/26,180839991,Vincennes,OZONE-8HR,PPB,38,8,38.740800,-87.485300,EPA Office of Atmospheric Protection
02/05/26,180890022,Gary-IITRI,OZONE-8HR,PPB,29,8,41.606563,-87.305015,Indiana Dept. of Environmental Management
02/05/26,180892008,Hammond-141st St,OZONE-8HR,PPB,29,8,41.639444,-87.493611,Indiana Dept. of Environmental Management
02/05/26,180910005,Michigan City-4th St,OZONE-8HR,PPB,32,8,41.717762,-86.907786,Indiana Dept. of Environmental Management
02/05/26,180910010,LaPorte-E. Lincolnway,OZONE-8HR,PPB,33,8,41.629167,-86.684444,Indiana Dept. of Environmental Management
02/05/26,180950011,Anderson-Eastside Elem. Sch,OZONE-8HR,PPB,33,8,40.125690,-85.652127,Indiana Dept. of Environmental Management
02/05/26,180970050,Indpls-Ft. Harrison,OZONE-8HR,PPB,31,8,39.858889,-86.021389,Indiana Dept. of Environmental Management
02/05/26,180970057,Indpls-Harding St,OZONE-8HR,PPB,31,8,39.749027,-86.186269,Indiana Dept. of Environmental Management
02/05/26,180970078,Indpls-Washington Park,OZONE-8HR,PPB,29,8,39.810833,-86.114444,Indiana Dept. of Environmental Management
02/05/26,181230009,Leopold,OZONE-8HR,PPB,36,8,38.115152,-86.603250,Indiana Dept. of Environmental Management
02/05/26,181270024,Ogden Dunes,OZONE-8HR,PPB,31,8,41.617814,-87.199533,Indiana Dept. of Environmental Management
02/05/26,181270026,Valparaiso,OZONE-8HR,PPB,33,8,41.512118,-87.036236,Indiana Dept. of Environmental Management
02/05/26,181290003,St. Philips,OZONE-8HR,PPB,39,8,38.006414,-87.718414,Indiana Dept. of Environmental Management
02/05/26,181410010,Potato Creek State Park,OZONE-8HR,PPB,24,8,41.551667,-86.370556,Indiana Dept. of Environmental Management
02/05/26,181410015,South Bend-Shields Dr,OZONE-8HR,PPB,32,8,41.696667,-86.214722,Indiana Dept. of Environmental Management
02/05/26,181410016,Granger-Beckley St.,OZONE-8HR,PPB,33,8,41.754722,-86.110000,Indiana Dept. of Environmental Management
02/05/26,181450001,Fairland,OZONE-8HR,PPB,36,8,39.613367,-85.870669,Indiana Dept. of Environmental Management
02/05/26,181630013,Inglefield,OZONE-8HR,PPB,35,8,38.113889,-87.536667,Indiana Dept. of Environmental Management
02/05/26,181630021,Evansville-Buena Vista,OZONE-8HR,PPB,35,8,38.013250,-87.577923,Indiana Dept. of Environmental Management
02/05/26,181670018,Terre Haute-Lafayette Ave,OZONE-8HR,PPB,34,8,39.485987,-87.401312,Indiana Dept. of Environmental Management
02/05/26,181699991,Salamonie Reservoir,OZONE-8HR,PPB,34,8,40.816000,-85.661100,EPA Office of Atmospheric Protection
02/05/26,181730008,Boonville,OZONE-8HR,PPB,35,8,38.052416,-87.281502,Indiana Dept. of Environmental Management
02/05/26,210190017,FIVCO,OZONE-8HR,PPB,34,8,38.459200,-82.633900,Kentucky DEP
02/05/26,210610501,Mammoth Cave NP,OZONE-8HR,PPB,35,8,37.131400,-86.148100,National Park Service
02/05/26,211110067,Cannons Lane,OZONE-8HR,PPB,25,8,38.228600,-85.654400,Louisville Metro Air Pollution Control District
02/05/26,211130001,NICHVILL,OZONE-8HR,PPB,34,8,37.893300,-84.589200,Kentucky DEP
02/05/26,211759991,Crockett,OZONE-8HR,PPB,40,8,37.921400,-83.066200,EPA Office of Atmospheric Protection
02/05/26,211930003,HAZ2,OZONE-8HR,PPB,35,8,37.283100,-83.220300,Kentucky DEP
02/05/26,212299991,Mackville,OZONE-8HR,PPB,37,8,37.704600,-85.048500,EPA Office of Atmospheric Protection
02/05/26,291370001,Mark Twain SP,OZONE-8HR,PPB,27,8,39.475100,-91.788990,Missouri Department of Natural Resources
02/05/26,295100085,Blair Street,OZONE-8HR,PPB,23,8,38.656449,-90.198548,Missouri Department of Natural Resources
02/05/26,370319991,Beaufort,OZONE-8HR,PPB,36,8,34.884800,-76.620300,EPA Office of Atmospheric Protection
02/05/26,370630099,Burdens Creek,OZONE-8HR,PPB,38,8,35.889402,-78.874700,EPA Office of State Air Partnerships
02/05/26,371139991,Coweeta,OZONE-8HR,PPB,31,8,35.060800,-83.430600,EPA Office of Atmospheric Protection
02/05/26,371190041,Garinger,OZONE-8HR,PPB,34,8,35.241100,-80.783100,Mecklenburg County Air Quality
02/05/26,371239991,Candor,OZONE-8HR,PPB,37,8,35.260000,-79.840000,EPA Office of Atmospheric Protection
02/05/26,371590021,ROCKWELL,OZONE-8HR,PPB,38,8,35.551868,-80.395039,North Carolina DEQ - Division of Air Quality
02/05/26,371830014,Millbrook NCore,OZONE-8HR,PPB,36,8,35.856111,-78.574167,North Carolina DEQ - Division of Air Quality
02/05/26,450250001,Chesterfield,OZONE-8HR,PPB,32,8,34.615299,-80.198898,South Carolina DES
02/05/26,450310003,Pee Dee,OZONE-8HR,PPB,38,8,34.285599,-79.744698,South Carolina DES
02/05/26,450370001,Trenton,OZONE-8HR,PPB,29,8,33.739700,-81.853600,South Carolina DES
02/05/26,450450016,Hillcrest,OZONE-8HR,PPB,33,8,34.751801,-82.256699,South Carolina DES
02/05/26,450510008,Coastal Carolina,OZONE-8HR,PPB,33,8,33.800500,-78.994100,South Carolina DES
02/05/26,450790007,Parklane,OZONE-8HR,PPB,28,8,34.093899,-80.962196,South Carolina DES
02/05/26,450790021,Congaree Bluff,OZONE-8HR,PPB,36,8,33.814701,-80.781097,South Carolina DES
02/05/26,450791001,Sandhill,OZONE-8HR,PPB,31,8,34.131100,-80.868301,South Carolina DES
02/05/26,450830009,North Spartanburg FS,OZONE-8HR,PPB,34,8,34.988602,-82.075600,South Carolina DES
02/05/26,450910008,York Landfill,OZONE-8HR,PPB,35,8,34.977000,-81.207000,South Carolina DES
02/05/26,470090101,Look Rock - GSMNP,OZONE-8HR,PPB,36,8,35.633460,-83.941580,National Park Service
02/05/26,470259991,Speedwell,OZONE-8HR,PPB,38,8,36.470000,-83.830000,EPA Office of Atmospheric Protection
02/05/26,470419991,Edgar Evins,OZONE-8HR,PPB,32,8,36.038800,-85.733100,EPA Office of Atmospheric Protection
02/05/26,471550101,Cove Mountain - GSMNP,OZONE-8HR,PPB,44,8,35.696700,-83.608900,National Park Service
02/05/26,510030001,Albemarle HS,OZONE-8HR,PPB,43,8,38.076570,-78.503970,Virginia Dept. of Environmental Quality
02/05/26,510130020,AURORA HILLS,OZONE-8HR,PPB,35,8,38.857700,-77.059220,Virginia Dept. of Environmental Quality
02/05/26,510330001,CORBIN,OZONE-8HR,PPB,35,8,38.200870,-77.377420,Virginia Dept. of Environmental Quality
02/05/26,510360002,SHIRLEY PLANTATION,OZONE-8HR,PPB,38,8,37.344380,-77.259250,Virginia Dept. of Environmental Quality
02/05/26,510590030,FRANCONIA,OZONE-8HR,PPB,35,8,38.773350,-77.104680,Virginia Dept. of Environmental Quality
02/05/26,510690010,REST - LESTER BUILDING SYSTEMS,OZONE-8HR,PPB,42,8,39.281020,-78.081570,Virginia Dept. of Environmental Quality
02/05/26,510850003,HANOVER,OZONE-8HR,PPB,39,8,37.606130,-77.218800,Virginia Dept. of Environmental Quality
02/05/26,510870014,MATH & SCIENCE CTR,OZONE-8HR,PPB,36,8,37.556520,-77.400270,Virginia Dept. of Environmental Quality
02/05/26,511071005,ASHBURN,OZONE-8HR,PPB,38,8,39.024730,-77.489250,Virginia Dept. of Environmental Quality
02/05/26,511130003,Shenandoah NP,OZONE-8HR,PPB,45,8,38.523100,-78.434700,Virginia Dept. of Environmental Quality
02/05/26,511479991,Prince Edward,OZONE-8HR,PPB,42,8,37.170000,-78.310000,EPA Office of Atmospheric Protection
02/05/26,511530009,JAMES S. LONG PARK,OZONE-8HR,PPB,41,8,38.852870,-77.634620,Virginia Dept. of Environmental Quality
02/05/26,511611004,VINTON - Herman Horn ES,OZONE-8HR,PPB,38,8,37.283420,-79.884520,Virginia Dept. of Environmental Quality
02/05/26,511630003,NATBRIDGE,OZONE-8HR,PPB,40,8,37.626680,-79.512600,Virginia Dept. of Environmental Quality
02/05/26,511650003,Rockingham,OZONE-8HR,PPB,39,8,38.477530,-78.819520,Virginia Dept. of Environmental Quality
02/05/26,511790001,WIDEWATER,OZONE-8HR,PPB,38,8,38.481230,-77.370400,Virginia Dept. of Environmental Quality
02/05/26,511970002,RURAL RETREAT,OZONE-8HR,PPB,36,8,36.891170,-81.254230,Virginia Dept. of Environmental Quality
02/05/26,516500008,HAMPTON - NASA,OZONE-8HR,PPB,38,8,37.103730,-76.387020,Virginia Dept. of Environmental Quality
02/05/26,518000005,HOLLAND,OZONE-8HR,PPB,38,8,36.665250,-76.730780,Virginia Dept. of Environmental Quality
02/06/26,010499991,Sand Mountain,OZONE-8HR,PPB,42,8,34.289001,-85.970065,EPA Office of Atmospheric Protection
02/06/26,010730023,NO. BHAM,OZONE-8HR,PPB,40,8,33.553100,-86.815000,Jefferson County Department of Health
02/06/26,050199991,Caddo Valley,OZONE-8HR,PPB,43,8,34.179500,-93.098800,EPA Office of Atmospheric Protection
02/06/26,050350005,MARION,OZONE-8HR,PPB,34,8,35.197156,-90.193178,Arkansas Department of Environmental Quality
02/06/26,051010002,DEER,OZONE-8HR,PPB,45,8,35.832650,-93.208081,Arkansas Department of Environmental Quality
02/06/26,051190007,PARR,OZONE-8HR,PPB,39,8,34.756058,-92.281034,Arkansas Department of Environmental Quality
02/06/26,051191002,NLRAP,OZONE-8HR,PPB,41,8,34.835603,-92.260456,Arkansas Department of Environmental Quality
02/06/26,051430005,SPRNGDLE,OZONE-8HR,PPB,36,8,36.179705,-94.116630,Arkansas Department of Environmental Quality
02/06/26,051430006,Fayetteville,OZONE-8HR,PPB,34,8,36.011670,-94.167491,Arkansas Department of Environmental Quality
02/06/26,130890002,South DeKalb,OZONE-8HR,PPB,36,8,33.690600,-84.273100,Georgia Department of Natural Resources
02/06/26,131270006,Brunswick,OZONE-8HR,PPB,40,8,31.169400,-81.496400,Georgia Department of Natural Resources
02/06/26,132319991,Georgia Station,OZONE-8HR,PPB,45,8,33.178700,-84.405200,EPA Office of Atmospheric Protection
02/06/26,170199991,Bondville,OZONE-8HR,PPB,31,8,40.051900,-88.372400,EPA Office of Atmospheric Protection
02/06/26,170230001,West Union,OZONE-8HR,PPB,15,8,39.210857,-87.668297,Indiana Dept. of Environmental Management
02/06/26,170314201,NORTHBRK,OZONE-8HR,PPB,38,8,42.140600,-87.799400,Illinois EPA
02/06/26,170859991,Stockton,OZONE-8HR,PPB,40,8,42.286900,-89.999700,EPA Office of Atmospheric Protection
02/06/26,180030002,Leo HS,OZONE-8HR,PPB,34,8,41.221418,-85.016821,Indiana Dept. of Environmental Management
02/06/26,180050007,Hope,OZONE-8HR,PPB,40,8,39.294322,-85.766845,Indiana Dept. of Environmental Management
02/06/26,180110001,Whitestown,OZONE-8HR,PPB,38,8,39.997773,-86.395394,Indiana Dept. of Environmental Management
02/06/26,180130001,Helmsburg,OZONE-8HR,PPB,38,8,39.263914,-86.292261,Indiana Dept. of Environmental Management
02/06/26,180150002,Flora,OZONE-8HR,PPB,37,8,40.540455,-86.553035,Indiana Dept. of Environmental Management
02/06/26,180190008,Charlestown State Park,OZONE-8HR,PPB,38,8,38.393823,-85.664118,Indiana Dept. of Environmental Management
02/06/26,180350010,Albany,OZONE-8HR,PPB,40,8,40.300385,-85.245862,Indiana Dept. of Environmental Management
02/06/26,180390007,Bristol,OZONE-8HR,PPB,42,8,41.716959,-85.824696,Indiana Dept. of Environmental Management
02/06/26,180550001,Plummer,OZONE-8HR,PPB,37,8,38.985556,-86.990000,Indiana Dept. of Environmental Management
02/06/26,180570006,Noblesville-191st St.,OZONE-8HR,PPB,39,8,40.068297,-85.992451,Indiana Dept. of Environmental Management
02/06/26,180630004,Avon,OZONE-8HR,PPB,35,8,39.758889,-86.398611,Indiana Dept. of Environmental Management
02/06/26,180670004,Kokomo - E. Vaile Ave.,OZONE-8HR,PPB,35,8,40.481347,-86.109688,Indiana Dept. of Environmental Management
02/06/26,180839991,Vincennes,OZONE-8HR,PPB,34,8,38.740800,-87.485300,EPA Office of Atmospheric Protection
02/06/26,180890022,Gary-IITRI,OZONE-8HR,PPB,40,8,41.606563,-87.305015,Indiana Dept. of Environmental Management
02/06/26,180892008,Hammond-141st St,OZONE-8HR,PPB,42,8,41.639444,-87.493611,Indiana Dept. of Environmental Management
02/06/26,180910005,Michigan City-4th St,OZONE-8HR,PPB,42,8,41.717762,-86.907786,Indiana Dept. of Environmental Management
02/06/26,180910010,LaPorte-E. Lincolnway,OZONE-8HR,PPB,42,8,41.629167,-86.684444,Indiana Dept. of Environmental Management
02/06/26,180950011,Anderson-Eastside Elem. Sch,OZONE-8HR,PPB,39,8,40.125690,-85.652127,Indiana Dept. of Environmental Management
02/06/26,180970050,Indpls-Ft. Harrison,OZONE-8HR,PPB,39,8,39.858889,-86.021389,Indiana Dept. of Environmental Management
02/06/26,180970057,Indpls-Harding St,OZONE-8HR,PPB,39,8,39.749027,-86.186269,Indiana Dept. of Environmental Management
02/06/26,180970078,Indpls-Washington Park,OZONE-8HR,PPB,37,8,39.810833,-86.114444,Indiana Dept. of Environmental Management
02/06/26,181230009,Leopold,OZONE-8HR,PPB,31,8,38.115152,-86.603250,Indiana Dept. of Environmental Management
02/06/26,181270024,Ogden Dunes,OZONE-8HR,PPB,42,8,41.617814,-87.199533,Indiana Dept. of Environmental Management
02/06/26,181270026,Valparaiso,OZONE-8HR,PPB,41,8,41.512118,-87.036236,Indiana Dept. of Environmental Management
02/06/26,181290003,St. Philips,OZONE-8HR,PPB,34,8,38.006414,-87.718414,Indiana Dept. of Environmental Management
02/06/26,181410010,Potato Creek State Park,OZONE-8HR,PPB,39,8,41.551667,-86.370556,Indiana Dept. of Environmental Management
02/06/26,181410015,South Bend-Shields Dr,OZONE-8HR,PPB,40,8,41.696667,-86.214722,Indiana Dept. of Environmental Management
02/06/26,181410016,Granger-Beckley St.,OZONE-8HR,PPB,42,8,41.754722,-86.110000,Indiana Dept. of Environmental Management
02/06/26,181450001,Fairland,OZONE-8HR,PPB,37,8,39.613367,-85.870669,Indiana Dept. of Environmental Management
02/06/26,181630013,Inglefield,OZONE-8HR,PPB,31,8,38.113889,-87.536667,Indiana Dept. of Environmental Management
02/06/26,181630021,Evansville-Buena Vista,OZONE-8HR,PPB,32,8,38.013250,-87.577923,Indiana Dept. of Environmental Management
02/06/26,181670018,Terre Haute-Lafayette Ave,OZONE-8HR,PPB,35,8,39.485987,-87.401312,Indiana Dept. of Environmental Management
02/06/26,181699991,Salamonie Reservoir,OZONE-8HR,PPB,41,8,40.816000,-85.661100,EPA Office of Atmospheric Protection
02/06/26,181730008,Boonville,OZONE-8HR,PPB,32,8,38.052416,-87.281502,Indiana Dept. of Environmental Management
02/06/26,210190017,FIVCO,OZONE-8HR,PPB,36,8,38.459200,-82.633900,Kentucky DEP
02/06/26,210430500,GRAYSON,OZONE-8HR,PPB,39,8,38.238300,-82.988300,Kentucky DEP
02/06/26,210610501,Mammoth Cave NP,OZONE-8HR,PPB,35,8,37.131400,-86.148100,National Park Service
02/06/26,210890007,WORTH2002,OZONE-8HR,PPB,37,8,38.548300,-82.731700,Kentucky DEP
02/06/26,211110067,Cannons Lane,OZONE-8HR,PPB,35,8,38.228600,-85.654400,Louisville Metro Air Pollution Control District
02/06/26,211130001,NICHVILL,OZONE-8HR,PPB,35,8,37.893300,-84.589200,Kentucky DEP
02/06/26,211390003,SMITHLD,OZONE-8HR,PPB,36,8,37.155600,-88.393100,Kentucky DEP
02/06/26,211759991,Crockett,OZONE-8HR,PPB,36,8,37.921400,-83.066200,EPA Office of Atmospheric Protection
02/06/26,211930003,HAZ2,OZONE-8HR,PPB,33,8,37.283100,-83.220300,Kentucky DEP
02/06/26,212299991,Mackville,OZONE-8HR,PPB,34,8,37.704600,-85.048500,EPA Office of Atmospheric Protection
02/06/26,280490020,Jackson NCORE,OZONE-8HR,PPB,39,8,32.329042,-90.182659,Mississippi DEQ
02/06/26,291370001,Mark Twain SP,OZONE-8HR,PPB,33,8,39.475100,-91.788990,Missouri Department of Natural Resources
02/06/26,295100085,Blair Street,OZONE-8HR,PPB,29,8,38.656449,-90.198548,Missouri Department of Natural Resources
02/06/26,370319991,Beaufort,OZONE-8HR,PPB,43,8,34.884800,-76.620300,EPA Office of Atmospheric Protection
02/06/26,370630099,Burdens Creek,OZONE-8HR,PPB,43,8,35.889402,-78.874700,EPA Office of State Air Partnerships
02/06/26,371139991,Coweeta,OZONE-8HR,PPB,41,8,35.060800,-83.430600,EPA Office of Atmospheric Protection
02/06/26,371190041,Garinger,OZONE-8HR,PPB,35,8,35.241100,-80.783100,Mecklenburg County Air Quality
02/06/26,371239991,Candor,OZONE-8HR,PPB,38,8,35.260000,-79.840000,EPA Office of Atmospheric Protection
02/06/26,371590021,ROCKWELL,OZONE-8HR,PPB,36,8,35.551868,-80.395039,North Carolina DEQ - Division of Air Quality
02/06/26,371830014,Millbrook NCore,OZONE-8HR,PPB,36,8,35.856111,-78.574167,North Carolina DEQ - Division of Air Quality
02/06/26,450190046,Cape Romain,OZONE-8HR,PPB,37,8,32.941002,-79.656998,South Carolina DES
02/06/26,450250001,Chesterfield,OZONE-8HR,PPB,34,8,34.615299,-80.198898,South Carolina DES
02/06/26,450310003,Pee Dee,OZONE-8HR,PPB,41,8,34.285599,-79.744698,South Carolina DES
02/06/26,450370001,Trenton,OZONE-8HR,PPB,44,8,33.739700,-81.853600,South Carolina DES
02/06/26,450450016,Hillcrest,OZONE-8HR,PPB,40,8,34.751801,-82.256699,South Carolina DES
02/06/26,450510008,Coastal Carolina,OZONE-8HR,PPB,33,8,33.800500,-78.994100,South Carolina DES
02/06/26,450790007,Parklane,OZONE-8HR,PPB,38,8,34.093899,-80.962196,South Carolina DES
02/06/26,450790021,Congaree Bluff,OZONE-8HR,PPB,42,8,33.814701,-80.781097,South Carolina DES
02/06/26,450791001,Sandhill,OZONE-8HR,PPB,38,8,34.131100,-80.868301,South Carolina DES
02/06/26,450830009,North Spartanburg FS,OZONE-8HR,PPB,38,8,34.988602,-82.075600,South Carolina DES
02/06/26,450910008,York Landfill,OZONE-8HR,PPB,40,8,34.977000,-81.207000,South Carolina DES
02/06/26,470090101,Look Rock - GSMNP,OZONE-8HR,PPB,38,8,35.633460,-83.941580,National Park Service
02/06/26,470259991,Speedwell,OZONE-8HR,PPB,34,8,36.470000,-83.830000,EPA Office of Atmospheric Protection
02/06/26,470419991,Edgar Evins,OZONE-8HR,PPB,40,8,36.038800,-85.733100,EPA Office of Atmospheric Protection
02/06/26,471550101,Cove Mountain - GSMNP,OZONE-8HR,PPB,39,8,35.696700,-83.608900,National Park Service
02/06/26,471570075,SHELBY FARMS,OZONE-8HR,PPB,39,8,35.151588,-89.850220,Shelby County Health Department
02/06/26,510030001,Albemarle HS,OZONE-8HR,PPB,34,8,38.076570,-78.503970,Virginia Dept. of Environmental Quality
02/06/26,510130020,AURORA HILLS,OZONE-8HR,PPB,32,8,38.857700,-77.059220,Virginia Dept. of Environmental Quality
02/06/26,510330001,CORBIN,OZONE-8HR,PPB,37,8,38.200870,-77.377420,Virginia Dept. of Environmental Quality
02/06/26,510360002,SHIRLEY PLANTATION,OZONE-8HR,PPB,34,8,37.344380,-77.259250,Virginia Dept. of Environmental Quality
02/06/26,510590030,FRANCONIA,OZONE-8HR,PPB,35,8,38.773350,-77.104680,Virginia Dept. of Environmental Quality
02/06/26,510610002,SUMERDUCK,OZONE-8HR,PPB,40,8,38.473670,-77.767720,Virginia Dept. of Environmental Quality
02/06/26,510690010,REST - LESTER BUILDING SYSTEMS,OZONE-8HR,PPB,34,8,39.281020,-78.081570,Virginia Dept. of Environmental Quality
02/06/26,510850003,HANOVER,OZONE-8HR,PPB,36,8,37.606130,-77.218800,Virginia Dept. of Environmental Quality
02/06/26,510870014,MATH & SCIENCE CTR,OZONE-8HR,PPB,32,8,37.556520,-77.400270,Virginia Dept. of Environmental Quality
02/06/26,511071005,ASHBURN,OZONE-8HR,PPB,38,8,39.024730,-77.489250,Virginia Dept. of Environmental Quality
02/06/26,511130003,Shenandoah NP,OZONE-8HR,PPB,42,8,38.523100,-78.434700,Virginia Dept. of Environmental Quality
02/06/26,511479991,Prince Edward,OZONE-8HR,PPB,38,8,37.170000,-78.310000,EPA Office of Atmospheric Protection
